허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경부선연곡졸음쉼터내영업허용장소,07,12,천안시 서북구,충청남도 천안시 서북구 입장면연곡리 243-5 연곡졸음쉼터,충청남도 천안시 서북구 입장면연곡리 243-5 연곡졸음쉼터,36.9544177898,127.182900499,1,매출액의4,2017-05-28,2018-11-30,연중무휴,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,,한국도로공사,042-722-6046,2018-08-16,4490000,충청남도 천안시
대명리조트,01,12,천안시 동남구,충청남도 천안시 동남구 성남면 종합휴양지로 200 (대명리조트),충청남도 천안시 동남구 성남면 용원리 672번지 대명리조트,36.7573121522,127.224096112,1,매출액의22,2018-07-02,2030-01-01,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,천안시 동남구청 환경위생과,041-521-4330,2018-08-16,4490000,충청남도 천안시
대명리조트,01,12,천안시 동남구,충청남도 천안시 동남구 성남면 종합휴양지로 200 (대명리조트),충청남도 천안시 동남구 성남면 용원리 672번지 대명리조트,36.7573121522,127.224096112,1,매출액의22,2018-07-02,2030-01-01,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,천안시 동남구청 환경위생과,041-521-4331,2018-08-16,4490000,충청남도 천안시
갈산공원,04,09,양평군,,경기도 양평군 양평읍 양근리 234번지 2호 (푸드트럭),37.4866579266,127.49323925,1,"""월25,000원""",2016-10-01,2018-09-30,연중무휴,16:00,22:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도양평군,031-770-2234,2018-08-23,4170000,경기도 양평군
양서친환경도서관,99,09,양평군,,경기도 양평군 양서면 용담리 535번지 15호,,,1,"""년127,470원""",2017-07-01,2022-04-30,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도양평군,031-770-2234,2018-08-23,4170000,경기도 양평군
양평시장,99,09,양평군,경기도 양평군 양평읍 양평장터길 15 (양평공설시장내),경기도 양평군 양평읍 양근리 166번지 9호,37.4909314889,127.492561764,1,일5000원,2017-07-15,2018-07-14,매주토요일,00:00,00:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도양평군,031-770-2234,2018-08-23,4170000,경기도 양평군
라온광장,99,09,양평군,,경기도 양평군 양평읍 양근리 658번지 양평읍사무소 주차장내,37.4865591858,127.493582329,1,"""년166,610원""",2017-09-01,2019-08-31,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도양평군,031-770-2234,2018-08-23,4170000,경기도 양평군
의림지 공영주차장,02,11,제천시,충청북도 제천시 모산동 210번지 공영주차장,충청북도 제천시 모산동 210번지 공영주차장,37.1758154,128.2114765,2,월180000,2017-06-07,2019-06-06,연중무휴,18:00,22:00,18:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,제천시청,043-641-3183,2018-08-24,4400000,충청북도 제천시
의성마늘테마파크,04,15,의성군,경상북도 의성군 의성읍 경북대로 5690,경상북도 의성군 의성읍 원당리 208-1,36.3507875,128.6606291,,23570원/년(번호2-5),2016-12-10,2018-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군청,054-830-6171,2019-01-31,5150000,경상북도 의성군
의성종합운동장,03,15,의성군,,경상북도 의성군 의성읍 중리리 549,36.3572844,128.6932898,,23570원/년(번호2-5),2016-12-10,2018-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군청,054-830-6171,2019-01-31,5150000,경상북도 의성군
의성군농업기술센터,99,15,의성군,,경상북도 의성군 봉양면 분토리 928,36.3229858,128.637201,,23570원/년(번호2-5),2016-12-10,2018-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군청,054-830-6171,2019-01-31,5150000,경상북도 의성군
의성조문국사적지,04,15,의성군,,경상북도 의성군 금성면 대리리 377 - 2,36.2739594,128.668181,1,23570원/년(번호2-5),2018-12-10,2021-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군청,054-830-6171,2019-01-31,5150000,경상북도 의성군
빙계군립공원,04,15,의성군,,경상북도 의성군 춘산면 빙계리 896,36.2291709,128.756566,,23570원/년(번호2-5),2016-12-10,2018-12-09,이동영업(번호2-5),00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경상북도 의성군청,054-830-6171,2019-01-31,5150000,경상북도 의성군
팜랜드,01,09,안성시,경기도 안성시 공도읍 대신두길 28,경기도 안성시 공도읍 신두리 451,36.9920809,127.1931869,1,-,2015-05-29,2025-05-28,-,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,-,농업협동조합중앙회,031-8053-7952,2019-03-31,4080000,경기도 안성시
안성시종합운동장,03,09,안성시,경기도 안성시 보개면 종합운동장로 203,경기도 안성시 보개면 양복리 238-1,37.0147795,127.3230533,1,-,2015-12-11,2025-12-10,-,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,-,안성시 시설관리공단,031-672-1234,2019-03-31,4080000,경기도 안성시
한경대,06,09,안성시,경기도 안성시 중앙로 327,경기도 안성시 석정동 63번지 1,37.0101998,127.2637721,1,-,2018-10-24,2021-10-23,-,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,한경대,031-678-5734,2019-03-31,4080000,경기도 안성시
안성맞춤랜드,01,09,안성시,경기도 안성시 보개면 남사당로 198,경기도 안성시 보개면 복평리 294번지 1,37.0328667,127.3078061,1,-,2019-03-12,2019-08-30,-,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,안성시 농업기술센터,031-678-5734,2019-03-31,4080000,경기도 안성시
여주종합운동장,03,09,여주시,경기도 여주시 영릉로 123,경기도 여주시 월송동 1,37.2932681617,127.6244654221,1,0,2016-04-01,2019-03-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,여주시,031-887-2654,2019-03-29,5700000,경기도 여주시
여주프리미엄아울렛,99,09,여주시,경기도 여주시 명품로 360 여주프리미엄아울렛 내 EAST 중앙광장 일대,경기도 여주시 상거동 460,37.2459480522,127.6123847586,10,0,2018-06-01,2018-08-31,계약일자에만 영업,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,여주시,031-887-2654,2019-03-29,5700000,경기도 여주시
375st 여주아울렛,99,09,여주시,경기도 여주시 명품로 308-19 375st 여주아울렛 내 3블럭 대형주차장 일대,경기도 여주시 상거동 375-63,37.2430186886,127.6164003230,3,0,2018-07-21,2018-08-26,알수없음,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,여주시,031-887-2654,2019-03-29,5700000,경기도 여주시
상무시민공원,04,05,서구,광주광역시 서구 상무공원로 101,광주광역시 서구 치평동 1162,35.153804,126.840958,1,109690,2017-05-09,2019-05-08,없음,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,19:00,10:00,17:00,10:00,17:00,영업신고 외 품목 판매금지,광주광역시 서구청,062-360-7724,2019-02-28,3600000,광주광역시 서구
풍암호수공원,04,05,서구,,광주광역시 서구 풍암동 491-3,35.126653,126.868935,1,52660,2017-05-15,2019-05-14,없음,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,19:00,10:00,17:00,10:00,17:00,영업신고 외 품목 판매금지,광주광역시 서구청,062-360-7724,2019-02-28,3600000,광주광역시 서구
수성랜드,01,03,수성구,대구광역시 수성구 용학로 35-5(상동),대구광역시 수성구 상동 725번지,35.8268314197,128.61284255,1,계약에 의함,2017-09-18,2018-12-31,토요일+일요일,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 수성구 식품위생과,053-666-2763,2018-08-24,3460000,대구광역시 수성구
포항대학교 학교주차장,06,15,포항시 북구,경상북도 포항시 북구 흥해읍 신덕로 60,경상북도 포항시 북구 죽천리 산55,36.041824,129.365649,1,0,2018-04-05,2023-04-04,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,포항시 북구청,054-240-7184,2018-08-23,5020000,경상북도 포항시
영일대해수욕장,02,15,포항시 북구,경상북도 포항시 북구 해안로,경상북도 포항시 북구 두호동 685-1 영일대해수욕장 제2주차장 또는 지정장소,36.057292,129.378058,1,0,2018-07-01,2018-10-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,포항시 북구청,054-240-7184,2018-08-23,5020000,경상북도 포항시
칠포해수욕장,02,15,포항시 북구,경상북도 포항시 북구 흥해읍 해안로,경상북도 포항시 북구 흥해읍 칠포리 197-20 칠포해수욕장 일원,36.131881,129.397892,1,0,2018-07-01,2018-10-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,포항시 북구청,054-240-7184,2018-08-23,5020000,경상북도 포항시
송림테마거리,99,15,포항시 남구,경상북도 포항시 남구 송도해안길,경상북도 포항시 남구 송도동 254-100,36.043227,129.375361,5,0,2018-05-05,2018-05-07,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,포항시 남구청,054-270-7184,2018-08-23,5020000,경상북도 포항시
형산강변 연일대교 하단 일원,99,15,포항시 남구,경상북도 포항시 남구 형산강남로,경상북도 포항시 남구 연일읍 생지리 459-3,36.000811,129.342361,3,0,2017-10-20,2017-10-22,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,포항시 남구청,054-270-7184,2018-08-23,5020000,경상북도 포항시
포항종합공설운동장일대,03,15,포항시 남구,경상북도 포항시 남구 희망대로 810(대도동),경상북도 포항시 남구 대도동 313-1,36.009099,129.363453,1,0,2017-11-12,2017-11-13,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,포항시 남구청,054-270-7184,2018-08-23,5020000,경상북도 포항시
포항운전면허시험장,99,15,포항시 남구,경상북도 포항시 남구 오천읍 냉천로 656,경상북도 포항시 남구 오천읍 문덕리 1036-6,35.9423187356,129.392403,1,0,2017-11-27,2018-11-01,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,포항시 남구청,054-270-7184,2018-08-23,5020000,경상북도 포항시
선문대학교 내,06,12,아산시,충청남도 아산시 탕정면 선문로221번길 70,,36.7983500,127.074924,1,0,2016-04-22,2019-02-28,토요일+일요일+공휴일,10:00,17:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,아산시,041-540-2612,2018-09-21,4520000,충청남도 아산시
이순신종합운동장,03,12,아산시,충청남도 아산시 남부로 370-24,,36.771877,127.022383,2,관람객수에 따라 다름(경기시 평균 120000),2018-02-28,2018-12-31,경기없는날,00:00,00:00,17:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,아산시,041-540-2612,2018-09-21,4520000,충청남도 아산시
사적지 제229호 충의사 주차장,02,12,예산군,충청남도 예산군 덕산면 시량리 119-1,,36.6864739819,126.651781085,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2018-09-27,4610000,충청남도 예산군
유형문화재 제43호 추사고택 주차장,02,12,예산군,충청남도 예산군 신암면 추사고택로 261,,36.7469018097,126.799816095,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2018-09-27,4610000,충청남도 예산군
예당관광지 주차장,02,12,예산군,충청남도 예산군 응봉면 후사리 448-1,,36.637525551,126.799222791,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2018-09-27,4610000,충청남도 예산군
의좋은형제공원 주차장,02,12,예산군,충청남도 예산군 대흥면 예당로 885,,36.6082655255,126.791827697,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2018-09-27,4610000,충청남도 예산군
덕산도립공원 수덕사 주차장,04,12,예산군,충청남도 예산군 덕산면 사천리 20,,36.6629007993,126.622309069,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2018-09-27,4610000,충청남도 예산군
무한천체육공원 주차장,04,12,예산군,충청남도 예산군 예산읍 산성리 435-2,,36.6850339992,126.822384846,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2018-09-27,4610000,충청남도 예산군
국립공주대학교 산업과학대학 주차장,06,12,예산군,충청남도 예산군 예산읍 대학로 54,,36.6698868087,126.859414983,,0,2017-03-15,2099-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 예산군,041-339-7482,2018-09-27,4610000,충청남도 예산군
서구문화회관,99,03,서구,대구광역시 서구 당산로 403(이현동),대구광역시 서구 이현동 48-144,35.872338,128.545571,2,0,2018-03-12,2019-03-13,연중무휴,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,주류,대구광역시 서구,053-663-2775,2018-08-24,3430000,대구광역시 서구
칠곡보 생태공원,01,15,칠곡군,경상북도 칠곡군 석적읍 중지리 552번지,,36.018344,128.401163,1,0,2017-03-30,2019-02-28,연중무휴,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,칠곡군,054-979-6674,2018-08-28,5220000,경상북도 칠곡군
관악구민종합체육센터,03,01,관악구,서울특별시 관악구 낙성대로3길 37,서울특별시 관악구 봉천동 223-9,37.473269,126.960306,,"""연 64,800원""",2018-02-01,2019-01-31,토요일+일요일,11:00,18:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,서울특별시 관악구청,02-879-5781,2018-08-16,3200000,서울특별시 관악구
이순신공원,04,16,통영시,경상남도 통영시 정량동 682-1번지 외 1필지,경상남도 통영시 정량동 682-1번지 외 1필지,34.845109,128.441751,4,3710,2016-09-13,2018-12-21,없음,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,술,통영시청,055-650-6023,2019-04-09,5330000,경상남도 통영시
도로변(유휴지),08,16,통영시,경상남도 통영시 사량면 금평리 산 55-1,경상남도 통영시 사량면 금평리 산 55-1,34.849574,128.211399,1,13890,2017-02-21,2018-12-31,없음,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,술,통영시청,055-650-6023,2019-04-09,5330000,경상남도 통영시
케이블카파크랜드,08,16,통영시,경상남도 통영시 도남동 291번지 외 1필지,경상남도 통영시 도남동 291번지 외 1필지,34.823892,128.423460,5,5000,2018-02-05,2020-02-04,없음,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,술,통영시청,055-650-6023,2019-04-09,5330000,경상남도 통영시
위덕대학교 학교주차장,06,15,경주시,"""경상북도 경주시 강동면 동해대로 261, 위덕대학교 학교주차장""",경상북도 경주시 강동면 유금리 525번지 위덕대학교 학교주차장,36.0161096535,129.282592151,,문의,2018-04-01,2019-03-30,월요일+수요일+목요일+금요일+토요일+일요일,11:00,19:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경주시,054-779-8596,2018-08-29,5050000,경상북도 경주시
고속도로 졸음쉼터,07,09,성남시 수정구,,경기도 성남시 수정구 수진동 산39-13,,,1,"월 300,000원",2017-10-19,2019-10-18,없음,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,,한국도로공사,02-2225-8425,2019-03-12,3780000,경기도 성남시
청주시차량등록사업소 주차장,08,11,흥덕구,충청북도 청주시 흥덕구 무심서로 857,충청북도 청주시 흥덕구 신봉동 491,36.6637457968,127.465813107,1,년190000원,2018-02-21,2020-02-28,토요일+일요일+공휴일,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,청주시,043-201-1972,2018-08-20,5710000,충청북도 청주시
은파호수공원내조경휴게소,02,13,군산시,전라북도 군산시 지곡동 417-1 도로명주소 없음,전라북도 군산시 지곡동 417-1번지,35.9459599952,126.7060158938,1,6710,2015-10-23,2020-09-17,연중무휴,09:00,22:00,09:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,군산시,063-454-3425,2019-04-11,4670000,전라북도 군산시
진포해양테마공원 내,08,13,군산시,전라북도 군산시 장미동 1-17 도로명주소 없음,전라북도 군산시 장미동 1-71번지,35.9881103010,126.7140301445,7,246400,2018-05-04,2019-05-03,월요일+화요일+수요일,16:00,22:00,16:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,군산시,063-454-3425,2019-04-11,4670000,전라북도 군산시
옥도면 장자도리,08,13,군산시,전라북도 군산시 옥도면 장자도리 17 도로명주소 없음,전라북도 군산시 옥도면 장자도리 17번지,35.8123281418,126.3971808922,5,300000,2018-12-18,2021-03-31,연중무휴,09:00,22:00,09:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,군산시,063-454-3425,2019-04-11,4670000,전라북도 군산시
옥도면 장자도리,08,13,군산시,전라북도 군산시 옥도면 장자도리 산 2-5 도로명주소 없음,전라북도 군산시 옥도면 장자도리 산 2-5번지,35.8118142323,126.3982204153,4,300000,2018-12-18,2021-03-31,연중무휴,09:00,22:00,09:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,군산시,063-454-3425,2019-04-11,4670000,전라북도 군산시
백양공원,04,02,북구,부산광역시 북구 은행나무로 26,부산광역시 북구 만덕동 843,35.2072432019,129.037795495,1,년 141570,2017-04-01,2019-03-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,부산광역시 북구,051-309-2051,2018-10-18,3320000,부산광역시 북구
당진시청,08,12,당진시,충청남도 당진시 시청1로1,,36.8897399814,126.645968907,1,"""연 134,000원""",2018-04-19,2020-04-18,토요일+일요일+공휴일,09:00,18:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,당진시,041-350-3541,2018-08-22,5680000,충청남도 당진시
어름수변공원,04,12,당진시,충청남도 당진시 대덕1로 2길,,36.8847994563,126.642716203,1,"""연 134,000원""",2018-04-19,2020-04-18,평일,00:00,00:00,14:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,당진시,041-350-3541,2018-08-22,5680000,충청남도 당진시
서해안선 당진(시흥)졸음쉼터,07,12,당진시,충청남도 당진시 송악읍 서해안고속도로 265,,36.9007506174,126.718470196,1,0원,2017-12-01,2018-11-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,한국도로공사대전충남본부,042-722-6046,2018-08-22,5680000,충청남도 당진시
서해안선 당진(목포)졸음쉼터,07,12,당진시,충청남도 당진시 송악읍 서해안고속도로 265,,36.9007506174,126.718470196,1,0원,2017-12-01,2018-11-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,한국도로공사대전충남본부,042-722-6046,2018-08-22,5680000,충청남도 당진시
